Cod_Identificacao;Municipio;PIB;;
3515905;Floreal (SP);40868;;
3516002;Flórida Paulista (SP);143194;;
3516101;Florínea (SP);60937;;
3516200;Franca (SP);5056918;;
3516309;Francisco Morato (SP);883621;;
3516408;Franco da Rocha (SP);1613873;;
3516507;Gabriel Monteiro (SP);38181;;
3516606;Gália (SP);80639;;
3516705;Garça (SP);710995;;
3516804;Gastão Vidigal (SP);38209;;
3516853;Gavião Peixoto (SP);63812;;
3516903;General Salgado (SP);174774;;
3517000;Getulina (SP);146807;;
3517109;Glicério (SP);61909;;
3517208;Guaiçara (SP);127362;;
3517307;Guaimbê (SP);54642;;
3517406;Guaíra (SP);1034455;;
3517505;Guapiaçu (SP);237522;;
3517604;Guapiara (SP);189594;;
3517703;Guará (SP);284371;;
3517802;Guaraçaí (SP);123957;;
3517901;Guaraci (SP);190313;;
3518008;Guarani d'Oeste (SP);17899;;
3518107;Guarantã (SP);103419;;
3518206;Guararapes (SP);588124;;
3518305;Guararema (SP);1111405;;
3518404;Guaratinguetá (SP);2927684;;
3518503;Guareí (SP);145819;;
3518602;Guariba (SP);618831;;
3518701;Guarujá (SP);4443142;;
3518800;Guarulhos (SP);35671510;;
3518859;Guatapará (SP);137771;;
3518909;Guzolândia (SP);44347;;
3519006;Herculândia (SP);117474;;
3519055;Holambra (SP);381993;;
3519071;Hortolândia (SP);8763446;;
3519105;Iacanga (SP);199522;;
3519204;Iacri (SP);91189;;
3519253;Iaras (SP);77593;;
3519303;Ibaté (SP);434934;;
3519402;Ibirá (SP);116403;;
3519501;Ibirarema (SP);133411;;
3519600;Ibitinga (SP);861804;;
3519709;Ibiúna (SP);785959;;
3519808;Icém (SP);116631;;
3519907;Iepê (SP);103388;;
3520004;Igaraçu do Tietê (SP);182728;;
3520103;Igarapava (SP);506756;;
3520202;Igaratá (SP);98324;;
3520301;Iguape (SP);269466;;
3520400;Ilhabela (SP);372952;;
3520426;Ilha Comprida (SP);87402;;
3520442;Ilha Solteira (SP);325537;;
3520509;Indaiatuba (SP);7651292;;
3520608;Indiana (SP);39776;;
3520707;Indiaporã (SP);48933;;
3520806;Inúbia Paulista (SP);77988;;
3520905;Ipaussu (SP);230949;;
3521002;Iperó (SP);331074;;
3521101;Ipeúna (SP);200670;;
3521150;Ipiguá (SP);51780;;
3521200;Iporanga (SP);23715;;
3521309;Ipuã (SP);208809;;
3521408;Iracemápolis (SP);381531;;
3521507;Irapuã (SP);73950;;
3521606;Irapuru (SP);66006;;
3521705;Itaberá (SP);199840;;
3521804;Itaí (SP);308174;;
3521903;Itajobi (SP);240782;;
3522000;Itaju (SP);47221;;
3522109;Itanhaém (SP);869873;;
3522158;Itaoca (SP);18788;;
3522208;Itapecerica da Serra (SP);2366613;;
3522307;Itapetininga (SP);2574007;;
3522406;Itapeva (SP);1175017;;
3522505;Itapevi (SP);5220158;;
3522604;Itapira (SP);1924254;;
3522653;Itapirapuã Paulista (SP);19686;;
3522703;Itápolis (SP);850560;;
3522802;Itaporanga (SP);107650;;
3522901;Itapuí (SP);298928;;
3523008;Itapura (SP);56901;;
3523107;Itaquaquecetuba (SP);3222392;;
3523206;Itararé (SP);487568;;
3523305;Itariri (SP);108959;;
3523404;Itatiba (SP);3394630;;
3523503;Itatinga (SP);182573;;
3523602;Itirapina (SP);339110;;
3523701;Itirapuã (SP);44491;;
3523800;Itobi (SP);53999;;
3523909;Itu (SP);4633757;;
3524006;Itupeva (SP);2304036;;
3524105;Ituverava (SP);629152;;
3524204;Jaborandi (SP);105625;;
3524303;Jaboticabal (SP);1637690;;
3524402;Jacareí (SP);6682819;;
3524501;Jaci (SP);246362;;
3524600;Jacupiranga (SP);274930;;
3524709;Jaguariúna (SP);4104913;;
3524808;Jales (SP);748345;;
3524907;Jambeiro (SP);203380;;
3525003;Jandira (SP);2049050;;
3525102;Jardinópolis (SP);521471;;
3525201;Jarinu (SP);496630;;
3525300;Jaú (SP);2548016;;
3525409;Jeriquara (SP);45615;;
3525508;Joanópolis (SP);103223;;
3525607;João Ramalho (SP);87283;;
3525706;José Bonifácio (SP);636119;;
3525805;Júlio Mesquita (SP);30279;;
3525854;Jumirim (SP);43549;;
3525904;Jundiaí (SP);23155495;;
3526001;Junqueirópolis (SP);320339;;
3526100;Juquiá (SP);216173;;
3526209;Juquitiba (SP);299824;;
3526308;Lagoinha (SP);40068;;
3526407;Laranjal Paulista (SP);558348;;
3526506;Lavínia (SP);96045;;
3526605;Lavrinhas (SP);76796;;
3526704;Leme (SP);1634523;;
3526803;Lençóis Paulista (SP);1573990;;
3526902;Limeira (SP);7629913;;
3527009;Lindóia (SP);70101;;
3527108;Lins (SP);2325825;;
3527207;Lorena (SP);1356605;;
3527256;Lourdes (SP);28408;;
3527306;Louveira (SP);6027356;;
3527405;Lucélia (SP);267341;;
3527504;Lucianópolis (SP);23514;;
3527603;Luís Antônio (SP);775223;;
3527702;Luiziânia (SP);39492;;
3527801;Lupércio (SP);37476;;
3527900;Lutécia (SP);44020;;
3528007;Macatuba (SP);255047;;
3528106;Macaubal (SP);99163;;
3528205;Macedônia (SP);53531;;
3528304;Magda (SP);49121;;
3528403;Mairinque (SP);1171996;;
3528502;Mairiporã (SP);1116128;;
3528601;Manduri (SP);70868;;
3528700;Marabá Paulista (SP);100308;;
3528809;Maracaí (SP);315178;;
3528858;Marapoama (SP);94787;;
3528908;Mariápolis (SP);42737;;
3529005;Marília (SP);4551069;;
3529104;Marinópolis (SP);20451;;
3529203;Martinópolis (SP);259696;;
3529302;Matão (SP);2110727;;
3529401;Mauá (SP);9323424;;
3529500;Mendonça (SP);117038;;
3529609;Meridiano (SP);123092;;
3529658;Mesópolis (SP);49304;;
3529708;Miguelópolis (SP);492015;;
3529807;Mineiros do Tietê (SP);100130;;
3529906;Miracatu (SP);345359;;
3530003;Mira Estrela (SP);28362;;
3530102;Mirandópolis (SP);328816;;
3530201;Mirante do Paranapanema (SP);180862;;
3530300;Mirassol (SP);977181;;
3530409;Mirassolândia (SP);50768;;
3530508;Mococa (SP);1089746;;
3530607;Mogi das Cruzes (SP);9389909;;
3530706;Mogi Guaçu (SP);3593004;;
3530805;Mogi Mirim (SP);2761858;;
3530904;Mombuca (SP);44752;;
3531001;Monções (SP);63056;;
3531100;Mongaguá (SP);435874;;
3531209;Monte Alegre do Sul (SP);125375;;
3531308;Monte Alto (SP);1004634;;
3531407;Monte Aprazível (SP);409117;;
3531506;Monte Azul Paulista (SP);266527;;
3531605;Monte Castelo (SP);59665;;
3531704;Monteiro Lobato (SP);40125;;
3531803;Monte Mor (SP);1924685;;
3531902;Morro Agudo (SP);741486;;
3532009;Morungaba (SP);328941;;
3532058;Motuca (SP);70839;;
3532108;Murutinga do Sul (SP);43860;;
3532157;Nantes (SP);55947;;
3532207;Narandiba (SP);127843;;
3532306;Natividade da Serra (SP);46471;;
3532405;Nazaré Paulista (SP);211669;;
3532504;Neves Paulista (SP);140229;;
3532603;Nhandeara (SP);185309;;
3532702;Nipoã (SP);65808;;
3532801;Nova Aliança (SP);67731;;
3532827;Nova Campina (SP);193882;;
3532843;Nova Canaã Paulista (SP);22721;;
3532868;Nova Castilho (SP);27841;;
3532900;Nova Europa (SP);185758;;
3533007;Nova Granada (SP);209746;;
3533106;Nova Guataporanga (SP);16634;;
3533205;Nova Independência (SP);58375;;
3533254;Novais (SP);41072;;
3533304;Nova Luzitânia (SP);27900;;
3533403;Nova Odessa (SP);1598463;;
3533502;Novo Horizonte (SP);577510;;
3533601;Nuporanga (SP);291746;;
3533700;Ocauçu (SP);51945;;
3533809;Óleo (SP);30900;;
3533908;Olímpia (SP);1185866;;
3534005;Onda Verde (SP);129015;;
3534104;Oriente (SP);57598;;
3534203;Orindiúva (SP);249229;;
3534302;Orlândia (SP);1046217;;
3534401;Osasco (SP);43499785;;
3534500;Oscar Bressane (SP);32717;;
3534609;Osvaldo Cruz (SP);597485;;
3534708;Ourinhos (SP);1791043;;
3534757;Ouroeste (SP);175724;;
3534807;Ouro Verde (SP);76289;;
3534906;Pacaembu (SP);115577;;
3535002;Palestina (SP);220100;;
3535101;Palmares Paulista (SP);76974;;
3535200;Palmeira d'Oeste (SP);104225;;
3535309;Palmital (SP);379611;;
3535408;Panorama (SP);165906;;
3535507;Paraguaçu Paulista (SP);707336;;
3535606;Paraibuna (SP);212802;;
3535705;Paraíso (SP);140999;;
3535804;Paranapanema (SP);271930;;
3535903;Paranapuã (SP);46128;;
3536000;Parapuã (SP);183018;;
3536109;Pardinho (SP);146477;;
3536208;Pariquera-Açu (SP);283148;;
3536257;Parisi (SP);21382;;
3536307;Patrocínio Paulista (SP);367399;;
3536406;Paulicéia (SP);143885;;
3536505;Paulínia (SP);14141349;;
3536570;Paulistânia (SP);18551;;
3536604;Paulo de Faria (SP);154802;;
3536703;Pederneiras (SP);1313295;;
3536802;Pedra Bela (SP);42054;;
3536901;Pedranópolis (SP);32494;;
3537008;Pedregulho (SP);660162;;
3537107;Pedreira (SP);756061;;
3537156;Pedrinhas Paulista (SP);52318;;
3537206;Pedro de Toledo (SP);92048;;
3537305;Penápolis (SP);873794;;
3537404;Pereira Barreto (SP);377620;;
3537503;Pereiras (SP);103648;;
3537602;Peruíbe (SP);649577;;
3537701;Piacatu (SP);63577;;
3537800;Piedade (SP);606801;;
3537909;Pilar do Sul (SP);236406;;
3538006;Pindamonhangaba (SP);3855906;;
3538105;Pindorama (SP);195578;;
3538204;Pinhalzinho (SP);134520;;
3538303;Piquerobi (SP);39778;;
3538501;Piquete (SP);90841;;
3538600;Piracaia (SP);256488;;
3538709;Piracicaba (SP);12501662;;
3538808;Piraju (SP);356423;;
3538907;Pirajuí (SP);214411;;
3539004;Pirangi (SP);136153;;
3539103;Pirapora do Bom Jesus (SP);359141;;
3539202;Pirapozinho (SP);440092;;
3539301;Pirassununga (SP);1528609;;
3539400;Piratininga (SP);103067;;
3539509;Pitangueiras (SP);672897;;
3539608;Planalto (SP);151713;;
3539707;Platina (SP);47769;;
3539806;Poá (SP);3922732;;
3539905;Poloni (SP);85373;;
3540002;Pompéia (SP);706689;;
3540101;Pongaí (SP);43335;;
3540200;Pontal (SP);663942;;
3540259;Pontalinda (SP);39345;;
3540309;Pontes Gestal (SP);106935;;
3540408;Populina (SP);62578;;
3540507;Porangaba (SP);84749;;
3540606;Porto Feliz (SP);862627;;
3540705;Porto Ferreira (SP);1168792;;
3540754;Potim (SP);104174;;
3540804;Potirendaba (SP);309167;;
3540853;Pracinha (SP);15735;;
3540903;Pradópolis (SP);250901;;
3541000;Praia Grande (SP);3276663;;
3541059;Pratânia (SP);76785;;
3541109;Presidente Alves (SP);38092;;
3541208;Presidente Bernardes (SP);137330;;
3541307;Presidente Epitácio (SP);637466;;
3541406;Presidente Prudente (SP);4563335;;
3541505;Presidente Venceslau (SP);432068;;
3541604;Promissão (SP);1411352;;
3541653;Quadra (SP);72576;;
3541703;Quatá (SP);272723;;
3541802;Queiroz (SP);193421;;
3541901;Queluz (SP);109057;;
3542008;Quintana (SP);71568;;
3542107;Rafard (SP);186779;;
3542206;Rancharia (SP);562997;;
3542305;Redenção da Serra (SP);32049;;
3542404;Regente Feijó (SP);386949;;
3542503;Reginópolis (SP);59232;;
3542602;Registro (SP);899415;;
3542701;Restinga (SP);113179;;
3542800;Ribeira (SP);22493;;
3542909;Ribeirão Bonito (SP);151305;;
3543006;Ribeirão Branco (SP);156171;;
3543105;Ribeirão Corrente (SP);64579;;
3543204;Ribeirão do Sul (SP);60336;;
3543238;Ribeirão dos Índios (SP);21533;;
3543253;Ribeirão Grande (SP);206716;;
3543303;Ribeirão Pires (SP);1803800;;
3543402;Ribeirão Preto (SP);18280844;;
3543501;Riversul (SP);32334;;
3543600;Rifaina (SP);41410;;
3543709;Rincão (SP);124568;;
3543808;Rinópolis (SP);101762;;
3543907;Rio Claro (SP);5639384;;
3544004;Rio das Pedras (SP);764123;;
3544103;Rio Grande da Serra (SP);384515;;
3544202;Riolândia (SP);108356;;
3544251;Rosana (SP);876861;;
3544301;Roseira (SP);171147;;
3544400;Rubiácea (SP);59584;;
3544509;Rubinéia (SP);30425;;
3544608;Sabino (SP);79085;;
3544707;Sagres (SP);23066;;
3544806;Sales (SP);58098;;
3544905;Sales Oliveira (SP);192885;;
3545001;Salesópolis (SP);127546;;
3545100;Salmourão (SP);52694;;
3545159;Saltinho (SP);116050;;
3545209;Salto (SP);3296868;;
3545308;Salto de Pirapora (SP);914589;;
3545407;Salto Grande (SP);127307;;
3545506;Sandovalina (SP);238726;;
3545605;Santa Adélia (SP);207180;;
3545704;Santa Albertina (SP);98741;;
3545803;Santa Bárbara d'Oeste (SP);3475487;;
3546009;Santa Branca (SP);211247;;
3546108;Santa Clara d'Oeste (SP);31362;;
3546207;Santa Cruz da Conceição (SP);94591;;
3546256;Santa Cruz da Esperança (SP);26513;;
3546306;Santa Cruz das Palmeiras (SP);292010;;
3546405;Santa Cruz do Rio Pardo (SP);956981;;
3546504;Santa Ernestina (SP);53195;;
3546603;Santa Fé do Sul (SP);541138;;
3546702;Santa Gertrudes (SP);901672;;
3546801;Santa Isabel (SP);949380;;
3546900;Santa Lúcia (SP);78072;;
3547007;Santa Maria da Serra (SP);89678;;
3547106;Santa Mercedes (SP);41267;;
3547205;Santana da Ponte Pensa (SP);19705;;
3547304;Santana de Parnaíba (SP);4603219;;
3547403;Santa Rita d'Oeste (SP);29393;;
3547502;Santa Rita do Passa Quatro (SP);457221;;
3547601;Santa Rosa de Viterbo (SP);563818;;
3547650;Santa Salete (SP);17303;;
3547700;Santo Anastácio (SP);227004;;
3547809;Santo André (SP);19164510;;
3547908;Santo Antônio da Alegria (SP);113455;;
3548005;Santo Antônio de Posse (SP);423858;;
3548054;Santo Antônio do Aracanguá (SP);206257;;
3548104;Santo Antônio do Jardim (SP);78196;;
3548203;Santo Antônio do Pinhal (SP);53741;;
3548302;Santo Expedito (SP);21142;;
3548401;Santópolis do Aguapeí (SP);42669;;
3548500;Santos (SP);13546943;;
3548609;São Bento do Sapucaí (SP);108412;;
3548708;São Bernardo do Campo (SP);42557432;;
3548807;São Caetano do Sul (SP);12205134;;
3548906;São Carlos (SP);6805566;;
3549003;São Francisco (SP);24270;;
3549102;São João da Boa Vista (SP);1755941;;
3549201;São João das Duas Pontes (SP);24171;;
3549250;São João de Iracema (SP);29780;;
3549300;São João do Pau d'Alho (SP);25636;;
3549409;São Joaquim da Barra (SP);945887;;
3549508;São José da Bela Vista (SP);95964;;
3549607;São José do Barreiro (SP);28250;;
3549706;São José do Rio Pardo (SP);1185115;;
3549805;São José do Rio Preto (SP);9770860;;
3549904;São José dos Campos (SP);25848130;;
3549953;São Lourenço da Serra (SP);213289;;
3550001;São Luiz do Paraitinga (SP);86448;;
3550100;São Manuel (SP);724879;;
3550209;São Miguel Arcanjo (SP);332034;;
3550308;São Paulo (SP);450491988;;
3550407;São Pedro (SP);407763;;
3550506;São Pedro do Turvo (SP);91979;;
3550605;São Roque (SP);1457401;;
3550704;São Sebastião (SP);3820148;;
3550803;São Sebastião da Grama (SP);140820;;
3550902;São Simão (SP);253662;;
3551009;São Vicente (SP);3360635;;
3551108;Sarapuí (SP);93509;;
3551207;Sarutaiá (SP);25396;;
3551306;Sebastianópolis do Sul (SP);235556;;
3551405;Serra Azul (SP);83112;;
3551504;Serrana (SP);420611;;
3551603;Serra Negra (SP);380644;;
3551702;Sertãozinho (SP);3742697;;
3551801;Sete Barras (SP);247450;;
3551900;Severínia (SP);221796;;
3552007;Silveiras (SP);37239;;
3552106;Socorro (SP);436407;;
3552205;Sorocaba (SP);19721441;;
3552304;Sud Mennucci (SP);122710;;
3552403;Sumaré (SP);9488102;;
3552502;Suzano (SP);6555271;;
3552551;Suzanápolis (SP);115736;;
3552601;Tabapuã (SP);170887;;
3552700;Tabatinga (SP);139990;;
3552809;Taboão da Serra (SP);5473360;;
3552908;Taciba (SP);60463;;
3553005;Taguaí (SP);115510;;
3553104;Taiaçu (SP);54267;;
3553203;Taiúva (SP);64346;;
3553302;Tambaú (SP);393245;;
3553401;Tanabi (SP);398165;;
3553500;Tapiraí (SP);73820;;
3553609;Tapiratiba (SP);168067;;
3553658;Taquaral (SP);24097;;
3553708;Taquaritinga (SP);769804;;
3553807;Taquarituba (SP);253559;;
3553856;Taquarivaí (SP);61988;;
3553906;Tarabai (SP);60384;;
3553955;Tarumã (SP);535980;;
3554003;Tatuí (SP);2315180;;
3554102;Taubaté (SP);12449701;;
3554201;Tejupá (SP);32944;;
3554300;Teodoro Sampaio (SP);295563;;
3554409;Terra Roxa (SP);94326;;
3554508;Tietê (SP);1283861;;
3554607;Timburi (SP);23068;;
3554656;Torre de Pedra (SP);13985;;
3554706;Torrinha (SP);119327;;
3554755;Trabiju (SP);25409;;
3554805;Tremembé (SP);409012;;
3554904;Três Fronteiras (SP);65991;;
3554953;Tuiuti (SP);116129;;
3555000;Tupã (SP);1005875;;
3555109;Tupi Paulista (SP);173506;;
3555208;Turiúba (SP);35405;;
3555307;Turmalina (SP);29706;;
3555356;Ubarana (SP);261152;;
3555406;Ubatuba (SP);896600;;
3555505;Ubirajara (SP);40284;;
3555604;Uchoa (SP);191801;;
3555703;União Paulista (SP);30802;;
3555802;Urânia (SP);120647;;
3555901;Uru (SP);20749;;
3556008;Urupês (SP);164050;;
3556107;Valentim Gentil (SP);207896;;
3556206;Valinhos (SP);3937796;;
3556305;Valparaíso (SP);495120;;
3556354;Vargem (SP);57084;;
3556404;Vargem Grande do Sul (SP);445975;;
3556453;Vargem Grande Paulista (SP);910940;;
3556503;Várzea Paulista (SP);1837457;;
3556602;Vera Cruz (SP);86461;;
3556701;Vinhedo (SP);4623768;;
3556800;Viradouro (SP);178895;;
3556909;Vista Alegre do Alto (SP);200081;;
3556958;Vitória Brasil (SP);16089;;
3557006;Votorantim (SP);2042691;;
3557105;Votuporanga (SP);1520497;;
3557154;Zacarias (SP);57802;;
3557204;Chavantes (SP);121578;;
3557303;Estiva Gerbi (SP);187415;;
4100103;Abatiá (PR);80854;;
4100202;Adrianópolis (PR);68096;;
4100301;Agudos do Sul (PR);87126;;
4100400;Almirante Tamandaré (PR);706901;;
4100459;Altamira do Paraná (PR);37391;;
4100509;Altônia (PR);157302;;
4100608;Alto Paraná (PR);138443;;
4100707;Alto Piquiri (PR);117324;;
4100806;Alvorada do Sul (PR);114655;;
4100905;Amaporã (PR);47640;;
4101002;Ampére (PR);265680;;
4101051;Anahy (PR);37129;;
4101101;Andirá (PR);382725;;
4101150;Ângulo (PR);40542;;
4101200;Antonina (PR);280687;;
4101309;Antônio Olinto (PR);111407;;
4101408;Apucarana (PR);1749964;;
4101507;Arapongas (PR);2621393;;
4101606;Arapoti (PR);596609;;
4101655;Arapuã (PR);38932;;
4101705;Araruna (PR);238326;;
4101804;Araucária (PR);8993872;;
4101853;Ariranha do Ivaí (PR);36564;;
4101903;Assaí (PR);264776;;
4102000;Assis Chateaubriand (PR);556880;;
4102109;Astorga (PR);303423;;
4102208;Atalaia (PR);55078;;
4102307;Balsa Nova (PR);377393;;
4102406;Bandeirantes (PR);330650;;
4102505;Barbosa Ferraz (PR);94223;;
4102604;Barracão (PR);115204;;
4102703;Barra do Jacaré (PR);43829;;
4102752;Bela Vista da Caroba (PR);42133;;
4102802;Bela Vista do Paraíso (PR);197810;;
4102901;Bituruna (PR);155974;;
4103008;Boa Esperança (PR);96184;;
4103024;Boa Esperança do Iguaçu (PR);44409;;
4103040;Boa Ventura de São Roque (PR);98338;;
4103057;Boa Vista da Aparecida (PR);60033;;
4103107;Bocaiúva do Sul (PR);110463;;
4103156;Bom Jesus do Sul (PR);33894;;
4103206;Bom Sucesso (PR);62135;;
4103222;Bom Sucesso do Sul (PR);68411;;
4103305;Borrazópolis (PR);86640;;
4103354;Braganey (PR);78664;;
4103370;Brasilândia do Sul (PR);70740;;
4103404;Cafeara (PR);34697;;
4103453;Cafelândia (PR);483399;;
4103479;Cafezal do Sul (PR);37928;;
4103503;Califórnia (PR);63173;;
4103602;Cambará (PR);334472;;
4103701;Cambé (PR);1766840;;
4103800;Cambira (PR);96147;;
4103909;Campina da Lagoa (PR);188701;;
4103958;Campina do Simão (PR);43473;;
4104006;Campina Grande do Sul (PR);665119;;
4104055;Campo Bonito (PR);76331;;
4104105;Campo do Tenente (PR);107818;;
4104204;Campo Largo (PR);1753400;;
4104253;Campo Magro (PR);209893;;
4104303;Campo Mourão (PR);1702323;;
4104402;Cândido de Abreu (PR);136413;;
4104428;Candói (PR);220622;;
4104451;Cantagalo (PR);110319;;
4104501;Capanema (PR);277317;;
4104600;Capitão Leônidas Marques (PR);707615;;
4104659;Carambeí (PR);664493;;
4104709;Carlópolis (PR);188987;;
4104808;Cascavel (PR);5317063;;
4104907;Castro (PR);1113220;;
4105003;Catanduvas (PR);136832;;
4105102;Centenário do Sul (PR);95752;;
4105201;Cerro Azul (PR);143704;;
4105300;Céu Azul (PR);268221;;
4105409;Chopinzinho (PR);255385;;
4105508;Cianorte (PR);1212579;;
4105607;Cidade Gaúcha (PR);143961;;
4105706;Clevelândia (PR);185785;;
4105805;Colombo (PR);2360600;;
4105904;Colorado (PR);366561;;
4106001;Congonhinhas (PR);84455;;
4106100;Conselheiro Mairinck (PR);41669;;
4106209;Contenda (PR);161618;;
4106308;Corbélia (PR);294603;;
4106407;Cornélio Procópio (PR);753182;;
4106456;Coronel Domingos Soares (PR);83953;;
4106506;Coronel Vivida (PR);274170;;
4106555;Corumbataí do Sul (PR);39416;;
4106571;Cruzeiro do Iguaçu (PR);62298;;
4106605;Cruzeiro do Oeste (PR);283645;;
4106704;Cruzeiro do Sul (PR);99053;;
4106803;Cruz Machado (PR);170751;;
4106852;Cruzmaltina (PR);47114;;
4106902;Curitiba (PR);58122788;;
4107009;Curiúva (PR);119048;;
4107108;Diamante do Norte (PR);158639;;
4107124;Diamante do Sul (PR);26113;;
4107157;Diamante D'Oeste (PR);51253;;
4107207;Dois Vizinhos (PR);682627;;
4107256;Douradina (PR);293943;;
4107306;Doutor Camargo (PR);70644;;
4107405;Enéas Marques (PR);104816;;
4107504;Engenheiro Beltrão (PR);210957;;
4107520;Esperança Nova (PR);19059;;
4107538;Entre Rios do Oeste (PR);82184;;
4107546;Espigão Alto do Iguaçu (PR);50146;;
4107553;Farol (PR);63426;;
4107603;Faxinal (PR);200521;;
4107652;Fazenda Rio Grande (PR);706289;;
4107702;Fênix (PR);60156;;
4107736;Fernandes Pinheiro (PR);66651;;
4107751;Figueira (PR);77147;;
4107801;Floraí (PR);113417;;
4107850;Flor da Serra do Sul (PR);61702;;
4107900;Floresta (PR);73709;;
4108007;Florestópolis (PR);106855;;
4108106;Flórida (PR);25907;;
4108205;Formosa do Oeste (PR);105263;;
4108304;Foz do Iguaçu (PR);6245513;;
4108320;Francisco Alves (PR);75417;;
4108403;Francisco Beltrão (PR);1299820;;
4108452;Foz do Jordão (PR);49247;;
4108502;General Carneiro (PR);233624;;
4108551;Godoy Moreira (PR);25301;;
4108601;Goioerê (PR);391232;;
4108650;Goioxim (PR);68346;;
4108700;Grandes Rios (PR);60289;;
4108809;Guaíra (PR);391299;;
4108908;Guairaçá (PR);79132;;
4108957;Guamiranga (PR);120242;;
4109005;Guapirama (PR);48321;;
4109104;Guaporema (PR);30159;;
4109203;Guaraci (PR);47888;;
